n,Elapsed,TimeUTC,HeightMSL,GpsHeightMSL,P,Temp,RH,Dewp,Dir,Speed,Ecomp,Ncomp,Lat,Lon
1,0,23:01:37,198,198,1000.7,17.40,24,-3.33,352.0,4.1,0.6,-4.1,32.835222,-97.297940
2,1,23:01:38,201,202,1000.4,16.91,23,-4.55,349.6,3.7,0.7,-3.6,32.835031,-97.297718
3,2,23:01:39,207,207,999.7,16.77,22,-4.75,349.4,3.7,0.7,-3.6,32.834937,-97.297628
4,3,23:01:40,214,214,998.9,16.81,22,-4.72,350.0,3.9,0.7,-3.8,32.834889,-97.297595
5,4,23:01:41,221,221,998.1,16.64,22,-4.86,351.0,4.1,0.6,-4.1,32.834857,-97.297597
6,5,23:01:42,228,228,997.2,16.46,23,-4.98,352.0,4.4,0.6,-4.3,32.834818,-97.297609
7,6,23:01:43,235,235,996.4,16.38,23,-4.98,352.8,4.6,0.6,-4.6,32.834760,-97.297613
8,7,23:01:44,241,241,995.7,16.33,23,-4.98,353.4,4.8,0.6,-4.8,32.834694,-97.297603
9,8,23:01:45,246,246,995.1,16.28,23,-5.02,354.0,5.1,0.5,-5.0,32.834636,-97.297583
10,9,23:01:46,252,252,994.4,16.22,23,-5.03,354.5,5.3,0.5,-5.2,32.834594,-97.297559
11,10,23:01:47,258,258,993.7,16.18,23,-4.99,354.9,5.4,0.5,-5.4,32.834561,-97.297545
12,11,23:01:48,263,263,993.1,16.14,23,-4.95,355.3,5.6,0.5,-5.6,32.834521,-97.297549
13,12,23:01:49,269,269,992.4,16.11,23,-4.96,355.6,5.8,0.4,-5.8,32.834458,-97.297571
14,13,23:01:50,274,274,991.9,16.09,23,-5.01,356.0,5.9,0.4,-5.9,32.834368,-97.297602
15,14,23:01:51,278,278,991.3,16.09,23,-5.12,356.3,6.1,0.4,-6.1,32.834264,-97.297627
16,15,23:01:52,283,283,990.7,15.91,23,-5.33,356.6,6.2,0.4,-6.2,32.834165,-97.297633
17,16,23:01:53,289,289,990.1,15.76,23,-5.44,356.9,6.3,0.3,-6.3,32.834089,-97.297617
18,17,23:01:54,293,294,989.6,15.70,23,-5.41,357.2,6.4,0.3,-6.4,32.834036,-97.297589
19,18,23:01:55,297,297,989.2,15.68,23,-5.32,357.6,6.5,0.3,-6.5,32.834001,-97.297561
20,19,23:01:56,300,300,988.8,15.65,23,-5.27,357.9,6.6,0.2,-6.6,32.833974,-97.297547
21,20,23:01:57,304,304,988.3,15.61,23,-5.26,358.3,6.7,0.2,-6.7,32.833943,-97.297551
22,21,23:01:58,308,308,987.8,15.57,23,-5.29,358.7,6.8,0.2,-6.8,32.833900,-97.297570
23,22,23:01:59,313,313,987.3,15.51,23,-5.29,359.1,6.9,0.1,-6.9,32.833842,-97.297596
24,23,23:02:00,318,318,986.7,15.46,23,-5.30,359.5,7.0,0.1,-7.0,32.833775,-97.297615
25,24,23:02:01,323,323,986.1,15.40,23,-5.36,360.0,7.0,0.0,-7.0,32.833712,-97.297619
26,25,23:02:02,329,329,985.4,15.34,23,-5.42,0.4,7.1,-0.1,-7.1,32.833657,-97.297604
27,26,23:02:03,334,334,984.8,15.28,24,-5.40,0.9,7.2,-0.1,-7.2,32.833603,-97.297576
28,27,23:02:04,340,340,984.1,15.23,24,-5.39,1.4,7.3,-0.2,-7.3,32.833540,-97.297539
29,28,23:02:05,345,346,983.5,15.16,24,-5.38,1.9,7.3,-0.2,-7.3,32.833466,-97.297498
30,29,23:02:06,351,351,982.9,15.10,24,-5.37,2.4,7.4,-0.3,-7.4,32.833388,-97.297460
31,30,23:02:07,356,356,982.3,15.05,24,-5.40,2.9,7.5,-0.4,-7.5,32.833316,-97.297439
32,31,23:02:08,360,361,981.8,15.01,24,-5.43,3.4,7.5,-0.4,-7.5,32.833256,-97.297441
33,32,23:02:09,364,365,981.3,14.96,24,-5.40,3.8,7.6,-0.5,-7.6,32.833206,-97.297466
34,33,23:02:10,368,368,980.8,14.92,24,-5.35,4.3,7.7,-0.6,-7.6,32.833157,-97.297505
35,34,23:02:11,373,372,980.3,14.89,24,-5.32,4.8,7.7,-0.6,-7.7,32.833099,-97.297548
36,35,23:02:12,377,377,979.8,14.84,24,-5.35,5.2,7.8,-0.7,-7.7,32.833022,-97.297585
37,36,23:02:13,382,382,979.3,14.81,24,-5.38,5.5,7.8,-0.7,-7.8,32.832930,-97.297614
38,37,23:02:14,386,386,978.8,14.77,24,-5.39,5.8,7.8,-0.8,-7.8,32.832829,-97.297638
39,38,23:02:15,391,390,978.3,14.73,24,-5.39,6.1,7.9,-0.8,-7.8,32.832728,-97.297657
40,39,23:02:16,395,395,977.7,14.67,24,-5.40,6.3,7.9,-0.9,-7.9,32.832629,-97.297670
41,40,23:02:17,400,400,977.2,14.62,25,-5.39,6.5,7.9,-0.9,-7.9,32.832537,-97.297678
42,41,23:02:18,405,405,976.6,14.57,25,-5.41,6.6,7.9,-0.9,-7.9,32.832459,-97.297679
43,42,23:02:19,410,410,976.0,14.52,25,-5.46,6.7,7.9,-0.9,-7.9,32.832400,-97.297678
44,43,23:02:20,414,414,975.5,14.48,25,-5.49,6.7,7.9,-0.9,-7.9,32.832351,-97.297683
45,44,23:02:21,418,418,975.0,14.43,25,-5.47,6.7,7.9,-0.9,-7.9,32.832301,-97.297699
46,45,23:02:22,422,422,974.6,14.39,25,-5.44,6.6,7.9,-0.9,-7.8,32.832242,-97.297729
47,46,23:02:23,427,427,974.1,14.36,25,-5.43,6.4,7.9,-0.9,-7.8,32.832168,-97.297769
48,47,23:02:24,432,431,973.5,14.32,25,-5.46,6.3,7.8,-0.8,-7.8,32.832082,-97.297813
49,48,23:02:25,437,437,972.9,14.26,25,-5.48,6.0,7.8,-0.8,-7.7,32.831994,-97.297853
50,49,23:02:26,442,442,972.3,14.21,25,-5.51,5.7,7.7,-0.8,-7.7,32.831913,-97.297879
51,50,23:02:27,448,448,971.6,14.16,25,-5.56,5.4,7.6,-0.7,-7.6,32.831846,-97.297885
52,51,23:02:28,453,453,971.0,14.10,25,-5.59,5.0,7.6,-0.7,-7.6,32.831792,-97.297872
53,52,23:02:29,458,458,970.5,14.05,25,-5.57,4.6,7.5,-0.6,-7.5,32.831745,-97.297852
54,53,23:02:30,462,462,970.0,14.00,25,-5.57,4.1,7.5,-0.5,-7.4,32.831692,-97.297839
55,54,23:02:31,467,467,969.4,13.96,25,-5.60,3.6,7.4,-0.5,-7.4,32.831621,-97.297838
56,55,23:02:32,471,471,968.9,13.91,25,-5.62,3.1,7.3,-0.4,-7.3,32.831533,-97.297843
57,56,23:02:33,475,475,968.5,13.87,25,-5.62,2.5,7.3,-0.3,-7.3,32.831440,-97.297839
58,57,23:02:34,479,479,968.0,13.83,25,-5.62,2.0,7.2,-0.2,-7.2,32.831356,-97.297823
59,58,23:02:35,483,483,967.6,13.79,25,-5.61,1.4,7.2,-0.2,-7.1,32.831288,-97.297797
60,59,23:02:36,488,488,967.0,13.74,26,-5.61,0.8,7.1,-0.1,-7.1,32.831234,-97.297777
61,60,23:02:37,493,494,966.4,13.69,26,-5.61,0.1,7.1,-0.0,-7.1,32.831184,-97.297772
62,61,23:02:38,498,499,965.8,13.67,26,-5.60,359.5,7.0,0.1,-7.0,32.831136,-97.297788
63,62,23:02:39,502,502,965.4,13.64,26,-5.60,358.9,7.0,0.1,-7.0,32.831087,-97.297820
64,63,23:02:40,504,504,965.1,13.60,26,-5.60,358.2,7.0,0.2,-7.0,32.831038,-97.297859
65,64,23:02:41,508,507,964.8,13.56,26,-5.61,357.6,7.0,0.3,-7.0,32.830989,-97.297896
66,65,23:02:42,511,511,964.3,13.52,26,-5.62,357.0,7.0,0.4,-7.0,32.830944,-97.297918
67,66,23:02:43,515,515,963.9,13.48,26,-5.65,356.4,7.0,0.4,-7.0,32.830901,-97.297920
68,67,23:02:44,520,520,963.4,13.43,26,-5.67,355.9,7.0,0.5,-7.0,32.830860,-97.297899
69,68,23:02:45,524,524,962.9,13.39,26,-5.67,355.3,7.0,0.6,-7.0,32.830814,-97.297863
70,69,23:02:46,527,527,962.5,13.35,26,-5.66,354.8,7.1,0.6,-7.0,32.830754,-97.297823
71,70,23:02:47,531,531,962.0,13.32,26,-5.67,354.4,7.1,0.7,-7.1,32.830677,-97.297788
72,71,23:02:48,536,535,961.5,13.28,26,-5.69,354.0,7.1,0.8,-7.1,32.830588,-97.297770
73,72,23:02:49,540,540,961.0,13.24,26,-5.71,353.6,7.2,0.8,-7.1,32.830499,-97.297774
74,73,23:02:50,546,546,960.4,13.18,26,-5.73,353.3,7.2,0.8,-7.2,32.830419,-97.297794
