n,Elapsed,TimeUTC,HeightMSL,GpsHeightMSL,P,Temp,RH,Dewp,Dir,Speed,Ecomp,Ncomp,Lat,Lon
1,0,11:05:08,198,198,986.2,22.10,83,19.09,170.0,7.2,-1.3,7.1,32.835222,-97.297940
2,1,11:05:09,217,214,984.1,22.10,83,19.07,168.1,7.0,-1.4,6.9,32.835484,-97.298006
3,2,11:05:10,224,223,983.3,22.06,83,19.04,167.4,7.2,-1.6,7.0,32.835643,-97.298073
4,3,11:05:11,229,230,982.8,22.02,83,19.04,167.2,7.5,-1.7,7.3,32.835761,-97.298139
5,4,11:05:12,232,234,982.4,21.96,84,19.05,167.3,7.9,-1.7,7.7,32.835857,-97.298195
6,5,11:05:13,235,234,982.1,21.90,84,19.04,167.4,8.2,-1.8,8.1,32.835939,-97.298235
7,6,11:05:14,238,237,981.8,21.85,84,19.03,167.6,8.6,-1.9,8.4,32.836008,-97.298253
8,7,11:05:15,243,242,981.2,21.79,84,19.02,167.7,9.0,-1.9,8.8,32.836077,-97.298261
9,8,11:05:16,248,248,980.6,21.72,84,18.95,167.8,9.3,-2.0,9.1,32.836165,-97.298276
10,9,11:05:17,254,254,980.0,21.68,84,18.90,167.9,9.6,-2.0,9.4,32.836279,-97.298301
11,10,11:05:18,258,258,979.5,21.68,84,18.91,168.1,9.9,-2.0,9.7,32.836413,-97.298333
12,11,11:05:19,262,262,979.1,21.67,84,18.94,168.3,10.2,-2.1,10.0,32.836556,-97.298372
13,12,11:05:20,266,265,978.6,21.67,85,18.96,168.4,10.5,-2.1,10.2,32.836689,-97.298415
14,13,11:05:21,269,269,978.2,21.67,84,18.94,168.7,10.7,-2.1,10.5,32.836798,-97.298460
15,14,11:05:22,273,273,977.8,21.58,84,18.86,168.9,10.9,-2.1,10.7,32.836881,-97.298497
16,15,11:05:23,277,277,977.3,21.50,85,18.79,169.1,11.2,-2.1,11.0,32.836948,-97.298514
17,16,11:05:24,281,281,976.9,21.52,85,18.83,169.3,11.4,-2.1,11.2,32.837012,-97.298512
18,17,11:05:25,285,285,976.4,21.53,85,18.89,169.5,11.6,-2.1,11.4,32.837088,-97.298507
19,18,11:05:26,290,289,975.9,21.47,85,18.90,169.8,11.8,-2.1,11.6,32.837182,-97.298520
20,19,11:05:27,294,294,975.4,21.42,86,18.90,170.0,12.0,-2.1,11.8,32.837295,-97.298562
21,20,11:05:28,299,299,974.9,21.37,86,18.94,170.3,12.1,-2.0,12.0,32.837425,-97.298625
22,21,11:05:29,305,305,974.2,21.32,86,18.96,170.6,12.3,-2.0,12.1,32.837566,-97.298685
23,22,11:05:30,311,311,973.6,21.24,87,18.92,170.8,12.5,-2.0,12.3,32.837708,-97.298725
24,23,11:05:31,316,317,972.9,21.17,87,18.89,171.1,12.6,-2.0,12.5,32.837837,-97.298744
25,24,11:05:32,322,322,972.4,21.11,87,18.85,171.4,12.8,-1.9,12.6,32.837941,-97.298755
26,25,11:05:33,326,326,971.9,21.06,87,18.81,171.6,12.9,-1.9,12.8,32.838023,-97.298764
27,26,11:05:34,330,330,971.4,21.02,87,18.83,171.9,13.1,-1.8,13.0,32.838101,-97.298764
28,27,11:05:35,334,334,971.0,20.99,88,18.85,172.1,13.2,-1.8,13.1,32.838195,-97.298750
29,28,11:05:36,337,337,970.6,20.96,88,18.87,172.4,13.4,-1.8,13.3,32.838310,-97.298732
30,29,11:05:37,341,341,970.2,20.93,88,18.87,172.6,13.6,-1.7,13.5,32.838437,-97.298731
31,30,11:05:38,344,344,969.8,20.89,88,18.80,172.9,13.7,-1.7,13.6,32.838568,-97.298761
32,31,11:05:39,348,348,969.4,20.90,88,18.78,173.1,13.9,-1.7,13.8,32.838700,-97.298818
33,32,11:05:40,352,352,969.0,20.91,88,18.80,173.3,14.1,-1.6,14.0,32.838838,-97.298877
34,33,11:05:41,356,356,968.5,20.84,88,18.80,173.5,14.2,-1.6,14.1,32.838983,-97.298917
35,34,11:05:42,361,361,968.0,20.77,88,18.78,173.7,14.4,-1.6,14.3,32.839128,-97.298927
36,35,11:05:43,366,366,967.4,20.74,88,18.73,173.8,14.5,-1.6,14.5,32.839260,-97.298913
37,36,11:05:44,371,371,966.8,20.81,88,18.72,174.0,14.7,-1.5,14.6,32.839385,-97.298895
38,37,11:05:45,376,377,966.2,20.83,87,18.64,174.2,14.9,-1.5,14.8,32.839518,-97.298890
39,38,11:05:46,381,381,965.7,20.82,87,18.59,174.3,15.0,-1.5,15.0,32.839667,-97.298905
40,39,11:05:47,386,386,965.2,20.80,87,18.63,174.5,15.2,-1.5,15.1,32.839821,-97.298941
