n,Elapsed,TimeUTC,HeightMSL,GpsHeightMSL,P,Temp,RH,Dewp,Dir,Speed,Ecomp,Ncomp,Lat,Lon
1,0,11:06:38,198,198,994.0,14.30,65,7.81,360.0,0.0,0.0,0.0,32.835222,-97.297940
2,1,11:06:39,199,196,994.0,15.16,59,7.26,172.6,1.1,-0.1,1.1,32.835221,-97.297965
3,2,11:06:40,200,200,993.9,16.01,53,6.58,172.0,1.6,-0.2,1.6,32.835230,-97.297972
4,3,11:06:41,205,205,993.2,16.40,51,6.34,171.3,1.9,-0.3,1.8,32.835249,-97.297963
5,4,11:06:42,211,211,992.6,16.66,49,5.90,170.6,2.0,-0.3,2.0,32.835277,-97.297939
6,5,11:06:43,216,217,991.9,16.88,47,5.48,169.8,2.2,-0.4,2.2,32.835306,-97.297907
7,6,11:06:44,221,221,991.3,17.02,46,5.25,169.1,2.4,-0.4,2.3,32.835327,-97.297872
8,7,11:06:45,226,226,990.8,17.07,45,5.17,168.4,2.6,-0.5,2.5,32.835334,-97.297846
9,8,11:06:46,231,231,990.2,17.07,45,5.14,167.8,2.8,-0.6,2.7,32.835329,-97.297839
10,9,11:06:47,237,237,989.5,17.13,45,5.16,167.2,3.0,-0.7,2.9,32.835323,-97.297859
11,10,11:06:48,243,243,988.8,17.27,45,5.26,166.6,3.2,-0.7,3.1,32.835330,-97.297896
12,11,11:06:49,249,249,988.2,17.39,45,5.34,166.0,3.5,-0.8,3.4,32.835360,-97.297943
13,12,11:06:50,254,254,987.6,17.41,45,5.34,165.5,3.7,-0.9,3.6,32.835410,-97.297986
14,13,11:06:51,259,259,987.0,17.38,45,5.33,165.0,4.0,-1.0,3.8,32.835470,-97.298015
15,14,11:06:52,264,264,986.4,17.37,45,5.36,164.6,4.2,-1.1,4.1,32.835531,-97.298030
16,15,11:06:53,269,269,985.8,17.38,45,5.38,164.2,4.5,-1.2,4.3,32.835588,-97.298036
17,16,11:06:54,274,274,985.2,17.35,45,5.36,163.8,4.7,-1.3,4.5,32.835640,-97.298035
18,17,11:06:55,278,279,984.7,17.39,45,5.40,163.4,4.9,-1.4,4.7,32.835685,-97.298028
19,18,11:06:56,283,282,984.3,17.53,45,5.48,163.0,5.2,-1.5,5.0,32.835725,-97.298021
20,19,11:06:57,287,287,983.8,17.81,44,5.52,162.7,5.4,-1.6,5.2,32.835759,-97.298019
