n,Elapsed,TimeUTC,HeightMSL,GpsHeightMSL,P,Temp,RH,Dewp,Dir,Speed,Ecomp,Ncomp,Lat,Lon
1,0,23:04:57,198,198,989.0,22.60,34,6.00,118.0,4.6,-4.1,2.2,32.835222,-97.297940
2,1,23:04:58,199,192,989.0,22.36,34,5.84,123.0,3.5,-3.0,1.9,32.835344,-97.297942
3,2,23:04:59,199,191,988.9,22.12,34,5.67,125.4,3.3,-2.7,1.9,32.835397,-97.297958
4,3,23:05:00,200,194,988.9,21.88,34,5.51,125.9,3.4,-2.7,2.0,32.835423,-97.298000
5,4,23:05:01,200,200,988.8,21.64,34,5.35,125.5,3.6,-2.9,2.1,32.835445,-97.298060
6,5,23:05:02,206,206,988.1,21.73,34,5.17,125.0,3.9,-3.2,2.2,32.835477,-97.298116
7,6,23:05:03,213,213,987.4,21.80,33,4.88,124.8,4.2,-3.4,2.4,32.835510,-97.298165
8,7,23:05:04,220,220,986.6,21.87,32,4.61,124.8,4.4,-3.6,2.5,32.835533,-97.298211
9,8,23:05:05,226,226,985.9,21.90,32,4.47,125.0,4.6,-3.8,2.7,32.835535,-97.298262
10,9,23:05:06,233,233,985.1,21.89,32,4.43,125.3,4.9,-4.0,2.8,32.835522,-97.298317
11,10,23:05:07,239,240,984.4,21.85,32,4.42,125.7,5.1,-4.1,3.0,32.835513,-97.298375
12,11,23:05:08,244,244,983.8,21.80,32,4.41,126.1,5.3,-4.3,3.1,32.835530,-97.298436
13,12,23:05:09,248,248,983.3,21.76,32,4.36,126.6,5.6,-4.5,3.3,32.835568,-97.298508
14,13,23:05:10,253,253,982.8,21.75,32,4.30,127.1,5.8,-4.6,3.5,32.835614,-97.298586
15,14,23:05:11,258,258,982.3,21.71,32,4.25,127.7,6.0,-4.7,3.7,32.835658,-97.298662
16,15,23:05:12,263,263,981.7,21.67,32,4.20,128.2,6.2,-4.8,3.8,32.835699,-97.298737
17,16,23:05:13,269,269,981.1,21.63,32,4.14,128.8,6.4,-5.0,4.0,32.835735,-97.298817
18,17,23:05:14,274,274,980.4,21.59,32,4.10,129.4,6.5,-5.1,4.2,32.835773,-97.298904
19,18,23:05:15,280,280,979.8,21.54,32,4.08,130.0,6.7,-5.2,4.3,32.835818,-97.298989
20,19,23:05:16,286,286,979.1,21.49,32,4.08,130.5,6.9,-5.2,4.5,32.835872,-97.299061
21,20,23:05:17,291,291,978.5,21.43,32,4.08,131.0,7.0,-5.3,4.6,32.835931,-97.299112
22,21,23:05:18,296,296,977.9,21.39,32,4.09,131.4,7.2,-5.4,4.8,32.835986,-97.299145
23,22,23:05:19,302,302,977.2,21.35,32,4.12,131.8,7.3,-5.5,4.9,32.836033,-97.299164
24,23,23:05:20,309,309,976.5,21.28,32,4.17,132.2,7.4,-5.5,5.0,32.836072,-97.299174
25,24,23:05:21,315,315,975.8,21.20,33,4.18,132.5,7.6,-5.6,5.1,32.836108,-97.299182
26,25,23:05:22,322,322,975.1,21.14,33,4.12,132.7,7.7,-5.6,5.2,32.836147,-97.299201
27,26,23:05:23,328,329,974.3,21.08,33,4.04,132.8,7.7,-5.7,5.3,32.836193,-97.299238
28,27,23:05:24,335,335,973.6,21.03,33,4.00,132.9,7.8,-5.7,5.3,32.836248,-97.299300
29,28,23:05:25,340,340,973.0,20.98,33,4.01,133.0,7.9,-5.8,5.4,32.836311,-97.299381
30,29,23:05:26,345,345,972.4,20.93,33,4.04,132.9,8.0,-5.8,5.4,32.836379,-97.299469
31,30,23:05:27,349,349,972.0,20.88,33,4.03,132.9,8.0,-5.9,5.4,32.836452,-97.299557
32,31,23:05:28,353,353,971.5,20.85,33,4.00,132.7,8.0,-5.9,5.5,32.836531,-97.299643
33,32,23:05:29,358,357,971.0,20.83,33,4.00,132.6,8.1,-5.9,5.5,32.836615,-97.299727
34,33,23:05:30,362,362,970.5,20.78,33,4.01,132.4,8.1,-6.0,5.5,32.836699,-97.299804
35,34,23:05:31,367,367,969.9,20.72,33,4.00,132.1,8.1,-6.0,5.4,32.836772,-97.299870
36,35,23:05:32,373,373,969.3,20.65,33,4.00,131.9,8.1,-6.0,5.4,32.836826,-97.299925
37,36,23:05:33,378,378,968.7,20.58,33,4.00,131.6,8.1,-6.1,5.4,32.836862,-97.299977
38,37,23:05:34,384,384,968.0,20.53,34,4.00,131.4,8.1,-6.1,5.4,32.836888,-97.300038
39,38,23:05:35,389,389,967.4,20.48,34,3.96,131.1,8.1,-6.1,5.3,32.836916,-97.300113
40,39,23:05:36,395,395,966.9,20.45,34,3.93,130.8,8.1,-6.1,5.3,32.836952,-97.300203
41,40,23:05:37,400,400,966.3,20.41,34,3.93,130.6,8.1,-6.1,5.3,32.836993,-97.300301
42,41,23:05:38,405,405,965.7,20.36,34,3.95,130.4,8.1,-6.2,5.2,32.837033,-97.300399
43,42,23:05:39,411,411,965.1,20.30,34,3.96,130.2,8.1,-6.2,5.2,32.837068,-97.300487
44,43,23:05:40,416,416,964.5,20.24,34,3.95,130.0,8.1,-6.2,5.2,32.837095,-97.300560
45,44,23:05:41,421,421,963.9,20.20,34,3.92,129.9,8.1,-6.2,5.2,32.837122,-97.300616
46,45,23:05:42,427,427,963.3,20.15,34,3.89,129.8,8.0,-6.2,5.2,32.837156,-97.300658
47,46,23:05:43,432,432,962.7,20.10,34,3.85,129.7,8.0,-6.2,5.1,32.837203,-97.300698
48,47,23:05:44,438,438,962.0,20.05,34,3.81,129.7,8.1,-6.2,5.1,32.837259,-97.300751
49,48,23:05:45,443,443,961.4,20.01,34,3.78,129.6,8.1,-6.2,5.1,32.837318,-97.300823
50,49,23:05:46,448,448,960.9,19.96,34,3.79,129.6,8.1,-6.2,5.2,32.837371,-97.300909
51,50,23:05:47,453,453,960.3,19.91,34,3.83,129.6,8.1,-6.3,5.2,32.837415,-97.300996
52,51,23:05:48,458,458,959.7,19.86,35,3.83,129.7,8.2,-6.3,5.2,32.837450,-97.301070
53,52,23:05:49,464,464,959.1,19.80,35,3.78,129.7,8.2,-6.3,5.2,32.837485,-97.301124
54,53,23:05:50,469,469,958.5,19.76,35,3.78,129.7,8.3,-6.4,5.3,32.837524,-97.301160
55,54,23:05:51,475,475,957.8,19.70,35,3.82,129.8,8.3,-6.4,5.3,32.837570,-97.301185
56,55,23:05:52,481,481,957.1,19.64,35,3.85,129.8,8.4,-6.5,5.4,32.837619,-97.301212
57,56,23:05:53,488,488,956.4,19.58,35,3.85,129.7,8.5,-6.5,5.4,32.837667,-97.301251
58,57,23:05:54,494,494,955.7,19.51,35,3.83,129.7,8.6,-6.6,5.5,32.837713,-97.301310
59,58,23:05:55,501,501,955.0,19.45,35,3.81,129.7,8.6,-6.7,5.5,32.837761,-97.301391
60,59,23:05:56,507,507,954.3,19.39,36,3.81,129.6,8.7,-6.7,5.6,32.837816,-97.301485
61,60,23:05:57,513,513,953.7,19.33,36,3.78,129.5,8.8,-6.8,5.6,32.837882,-97.301577
62,61,23:05:58,519,519,953.0,19.28,36,3.73,129.3,8.9,-6.9,5.7,32.837956,-97.301656
63,62,23:05:59,525,525,952.3,19.22,36,3.70,129.2,9.0,-7.0,5.7,32.838030,-97.301718
64,63,23:06:00,531,531,951.6,19.16,36,3.67,129.0,9.1,-7.1,5.7,32.838095,-97.301770
65,64,23:06:01,537,537,951.0,19.10,36,3.63,128.8,9.2,-7.2,5.8,32.838147,-97.301827
66,65,23:06:02,542,542,950.4,19.05,36,3.60,128.6,9.3,-7.3,5.8,32.838187,-97.301897
67,66,23:06:03,548,548,949.8,19.01,36,3.62,128.5,9.4,-7.4,5.8,32.838222,-97.301987
68,67,23:06:04,553,553,949.2,18.97,36,3.65,128.3,9.5,-7.4,5.9,32.838264,-97.302093
