n,Elapsed,TimeUTC,HeightMSL,GpsHeightMSL,P,Temp,RH,Dewp,Dir,Speed,Ecomp,Ncomp,Lat,Lon
1,0,11:06:14,198,198,996.7,19.60,57,10.88,277.0,1.5,1.5,-0.2,32.835222,-97.297940
2,1,11:06:15,200,196,996.5,19.81,55,10.51,236.1,2.2,1.8,1.2,32.835205,-97.297872
3,2,11:06:16,202,199,996.3,20.02,53,10.12,227.0,2.8,2.0,1.9,32.835205,-97.297806
4,3,11:06:17,204,203,996.1,20.22,51,9.71,224.1,3.1,2.2,2.2,32.835214,-97.297752
5,4,11:06:18,209,208,995.5,20.39,50,9.66,223.0,3.4,2.3,2.5,32.835226,-97.297720
6,5,11:06:19,214,214,994.9,20.58,50,9.73,222.2,3.6,2.4,2.6,32.835234,-97.297709
7,6,11:06:20,220,220,994.2,20.65,49,9.73,221.2,3.8,2.5,2.9,32.835233,-97.297710
8,7,11:06:21,226,226,993.5,20.63,49,9.62,220.0,4.0,2.6,3.1,32.835227,-97.297702
9,8,11:06:22,233,233,992.8,20.79,48,9.53,218.8,4.3,2.7,3.3,32.835224,-97.297669
10,9,11:06:23,239,239,992.0,20.94,47,9.32,217.5,4.5,2.8,3.6,32.835236,-97.297612
11,10,11:06:24,245,245,991.4,21.04,46,9.04,216.2,4.8,2.8,3.9,32.835270,-97.297541
12,11,11:06:25,250,250,990.8,21.21,45,8.80,214.9,5.1,2.9,4.1,32.835324,-97.297467
13,12,11:06:26,255,254,990.3,21.36,44,8.69,213.6,5.3,2.9,4.4,32.835394,-97.297402
14,13,11:06:27,259,259,989.7,21.44,44,8.68,212.4,5.6,3.0,4.7,32.835472,-97.297350
15,14,11:06:28,264,264,989.2,21.48,44,8.68,211.2,5.8,3.0,5.0,32.835554,-97.297312
16,15,11:06:29,269,269,988.6,21.51,44,8.62,210.0,6.0,3.0,5.2,32.835632,-97.297286
17,16,11:06:30,273,273,988.1,21.67,43,8.62,208.9,6.2,3.0,5.5,32.835703,-97.297270
18,17,11:06:31,278,278,987.6,21.82,43,8.60,207.9,6.5,3.0,5.7,32.835760,-97.297258
19,18,11:06:32,282,282,987.1,21.88,42,8.49,206.9,6.7,3.0,5.9,32.835804,-97.297245
20,19,11:06:33,287,287,986.6,21.92,41,8.28,206.0,6.9,3.0,6.2,32.835840,-97.297220
21,20,11:06:34,293,292,985.9,22.12,40,8.02,205.2,7.0,3.0,6.4,32.835876,-97.297178
22,21,11:06:35,298,298,985.3,22.48,39,7.79,204.4,7.2,3.0,6.6,32.835923,-97.297125
23,22,11:06:36,304,304,984.7,22.76,38,7.64,203.6,7.3,2.9,6.7,32.835992,-97.297071
24,23,11:06:37,309,309,984.1,22.87,37,7.58,203.0,7.5,2.9,6.9,32.836080,-97.297027
25,24,11:06:38,314,314,983.5,23.04,37,7.70,202.3,7.6,2.9,7.0,32.836182,-97.297000
26,25,11:06:39,319,319,982.9,23.29,37,7.96,201.8,7.7,2.9,7.1,32.836283,-97.296989
27,26,11:06:40,324,324,982.4,23.48,37,8.10,201.3,7.8,2.8,7.2,32.836372,-97.296987
28,27,11:06:41,329,329,981.8,23.57,37,8.10,200.9,7.9,2.8,7.3,32.836443,-97.296983
29,28,11:06:42,335,335,981.2,23.63,37,8.09,200.6,7.9,2.8,7.4,32.836500,-97.296966
30,29,11:06:43,340,340,980.6,23.69,37,8.14,200.3,7.9,2.8,7.5,32.836554,-97.296930
31,30,11:06:44,345,346,980.0,23.73,37,8.19,200.0,8.0,2.7,7.5,32.836618,-97.296880
32,31,11:06:45,351,351,979.4,23.81,37,8.26,199.9,8.0,2.7,7.5,32.836700,-97.296829
33,32,11:06:46,355,355,978.9,23.90,37,8.34,199.7,8.0,2.7,7.5,32.836796,-97.296791
34,33,11:06:47,360,360,978.4,23.98,37,8.40,199.7,8.0,2.7,7.5,32.836895,-97.296771
35,34,11:06:48,365,365,977.8,24.04,37,8.36,199.7,7.9,2.7,7.5,32.836983,-97.296767
